Title,Description,Author,Category,Source,Link,Class_Model1,Class_Model2
Bills schedule 2020 Dates times for all 16 games strength of schedule final record prediction,Here is a complete breakdown of the Buffalo Bills 2020 schedule including dates and start times for all 16 games and our early prediction ,Vinnie Iyer,,Sporting News,https://www.sportingnews.com/us/nfl/news/bills-schedule-2020-dates-times-prediction/1ttf2qf1033q81ghud5k7me2rj,0,10
Ravens schedule 2020 Dates times for all 16 games strength of schedule final record prediction,Here is a complete breakdown of the Baltimore Ravens 2020 schedule including dates and start times for all 16 games and our early prediction ,Bill Bender,,Sporting News,https://www.sportingnews.com/us/nfl/news/ravens-schedule-2020-dates-times-prediction/tms1sreuwjlp1p8fq0vcwpdfj,4,9
Seahawks schedule 2020 Dates times for all 16 games strength of schedule final record prediction,Here is a complete breakdown of the Seahawks 2020 schedule including dates start times and analysis for all 16 games ,Vinnie Iyer,,Sporting News,https://www.sportingnews.com/us/nfl/news/seahawks-schedule-2020-dates-times-prediction/1q045v36d4mkh1lci4a1xwhupv,4,6
Vikings schedule 2020 Dates times for all 16 games strength of schedule final record prediction,Here is a complete breakdown of the Minnesota Vikings 2020 schedule including dates and start times for all 16 games and our early prediction ,Bill Bender,,Sporting News,https://www.sportingnews.com/us/nfl/news/vikings-schedule-2020-dates-times-prediction/1v2db0ctw2kxb1qjx5m5c1lmyd,4,10
Lions schedule 2020 Dates times for all 16 games strength of schedule final record prediction,Here is a complete breakdown of the Detroit Lions 2020 schedule including dates and start times for all 16 games and our early prediction ,Bill Bender,,Sporting News,https://www.sportingnews.com/us/nfl/news/lions-schedule-2020-dates-times-prediction/1muo7u8npvb7c16uc732opy86u,0,10
Bengals schedule 2020 Dates times for all 16 games strength of schedule final record prediction,Here is a complete breakdown of the Cincinnati Bengals 2020 schedule including dates and start times for all 16 games and our early prediction ,Bill Bender,,Sporting News,https://www.sportingnews.com/us/nfl/news/bengals-schedule-2020-dates-times-prediction/hgez7fefhpqj1t5stzzpcnw0t,4,6
Dolphins schedule 2020 Dates times for all 16 games strength of schedule final record prediction,Here is a complete breakdown of the Miami Dolphins 2020 schedule including dates and start times for all 16 games and our early prediction ,Tadd Haislop,,Sporting News,https://www.sportingnews.com/us/nfl/news/dolphins-schedule-2020-dates-times-prediction/8hz40kmh9epv1ex3ucs2ocokg,4,10
Bears schedule 2020 Dates times for all 16 games strength of schedule final record prediction,Here is a complete breakdown of the Bears 2020 schedule including dates and start times for all 16 games and our early prediction ,Bill Bender,,Sporting News,https://www.sportingnews.com/us/nfl/news/bears-schedule-2020-dates-times-prediction/h7eia94b07zu1967ixqjzibff,4,10
Buccaneers schedule 2020 Dates times for all 16 games strength of schedule final record prediction,Here is a complete breakdown of the Buccaneers 2020 schedule including dates start times and analysis for all 16 games ,Vinnie Iyer,,Sporting News,https://www.sportingnews.com/us/nfl/news/buccaneers-schedule-2020-dates-times-prediction/ebae1emqf2a61m7iaw8jkh2bm,4,6
Broncos schedule 2020 Dates times for all 16 games strength of schedule final record prediction,Here is a complete breakdown of the Denver Broncos 2020 schedule including dates and start times for all 16 games and our early prediction ,Vinnie Iyer,,Sporting News,https://www.sportingnews.com/us/nfl/news/broncos-schedule-2020-dates-times-prediction/10tl5vhsailvx1ms9w9q8ag0et,4,9
Saints schedule 2020 Dates times for all 16 games strength of schedule final record prediction,Here is a complete breakdown of the New Orleans Saints 2020 schedule including dates and start times for all 16 games and our early prediction ,Tadd Haislop,,Sporting News,https://www.sportingnews.com/us/nfl/news/saints-schedule-2020-dates-times-games/mh4pebvj9h8w1mf2qs1bryxz1,4,6
Jets schedule 2020 Dates times for all 16 games strength of schedule final record prediction,Here is a complete breakdown of the New York Jets 2020 schedule including dates and start times for all 16 games and our early prediction ,Joe Rivera,,Sporting News,https://www.sportingnews.com/us/nfl/news/jets-schedule-2020-dates-times-prediction/lw0ibxkyuihi1aw3gkad2jx0d,4,10
Papers PL clubs fear player revolt,All the top stories and transfer rumours from the back pages of Saturday s national and regional newspapers ,,News Story,Sky Sports,https://www.skysports.com/football/news/12040/11984344/papers-premier-league-fears-player-revolt-over-project-restart,4,1
Spain s Noguera surprises to stun White,The PDC s Home Tour has given plenty a chance to shine and Spain s Jesus Noguera became the latest man to shock a member of the world s top 10 edging out Ian White to take Friday s top spot ,,News Story,Sky Sports,https://www.skysports.com/darts/news/12040/11985198/pdc-home-tour-jesus-nougera-topples-three-players-from-the-worlds-top-40-to-triumph,4,9
France Galop still planning for Monday restart,France Galop continues to work towards the resumption of racing on Monday despite reports of a possible last minute threat to the plan ,,News Story,Sky Sports,https://www.skysports.com/racing/news/12040/11985506/coronavirus-france-galop-still-intend-to-stage-racing-on-monday,0,10
Mbappe asks to share Ligue 1 golden boot,Ligue 1 golden boot winner Kylian Mbappe believes he should share the award with Wissam Ben Yedder after the pair finished on 18 goals apiece ,,News Story,Sky Sports,https://www.skysports.com/football/news/12040/11985497/kylian-mbappe-believes-wissam-ben-yedder-also-deserves-ligue-1-golden-boot-award,4,3
Renault and Ricciardo What s the latest ,Renault boss Cyril Abiteboul says the team are keen to secure a new deal with Daniel Ricciardo for 2021 ,,News Story,Sky Sports,https://www.skysports.com/f1/news/12040/11985438/daniel-ricciardo-and-renault-latest-cyril-abiteboul-on-f1-2021-talks,4,15
Three NRL players stood down amid flu jab row,Three players from Australia s National Rugby League were stood down on Friday for refusing to have flu vaccinations after the intervention of Queensland state s top medical officer ,,News Story,Sky Sports,https://www.skysports.com/rugby-league/news/12040/11985500/three-nrl-players-stood-down-amid-row-over-flu-vaccinations,0,9
ePL Maddison Davis set for finals day showdown,Keinan Davis sent out a message of intent by winning 8 1 as the final four were confirmed for Saturday s Finals Day live on Sky Sports ,,News Story,Sky Sports,https://www.skysports.com/football/news/12040/11985344/epl-invitational-james-maddison-to-meet-keinan-davis-on-saturdays-finals-day,4,10
Papers PL clubs fear player revolt,All the top stories and transfer rumours from the back pages of Saturday s national and regional newspapers ,,News Story,Sky Sports,https://www.skysports.com/football/transfer-paper-talk,4,1
Edgbaston Rewind Jones out thinks Langer,We are replaying the epic Edgbaston Ashes Test from 2005 on Sky Sports this week culminating in a thrilling day four on Sunday ,,News Story,Sky Sports,https://www.skysports.com/cricket/news/12040/11985157/edgbaston-rewind-simon-jones-on-key-wicket-of-justin-langer-and-nightmare-ricky-ponting,4,14
A year ago Last gasp Lucas sends Spurs to final,It s a year to the day since Lucas Moura s dramatic late hat trick saw Tottenham follow 160 in Liverpool s footsteps to reach their maiden Champions League final against all odds ,,News Story,Sky Sports,https://www.skysports.com/football/news/12040/11985411/ajax-2-3-tottenham-lucas-mouras-miracle-in-amsterdam-revisited,0,9
Barca women awarded title relegation revoked,Barcelona have been declared champions of the women s Primera Division after the remaining fixtures were cancelled amid the coronavirus pandemic ,,News Story,Sky Sports,https://www.skysports.com/football/news/12040/11985430/barcelona-declared-womens-primera-division-champions-as-coronavirus-ends-season,0,5
SPFL reconstruction plans scrapped after talks,The Scottish Premiership clubs have decided to abandon proposals to reconstruct the SPFL pyramid concluding that this is not the right time ,,News Story,Sky Sports,https://www.skysports.com/football/news/12040/11985402/scottish-premiership-clubs-decide-against-reconstruction-of-spfl-pyramid,0,7
Alex Hammond Where there s Hope ,Sky Sports Racing s Alex Hammond looks ahead to resumption of racing in France at ParisLongchamp on Monday ,,News Story,Sky Sports,https://www.skysports.com/racing/news/12040/11985366/alex-hammond-where-theres-hope,0,10
Neville more confident of Man Utd title challenge,Gary Neville has told The Football Show Manchester United s very strong position in this summer transfer window will give them a better chance of mounting a league challenge next season ,,Article/Blog,Sky Sports,https://www.skysports.com/football/news/12040/11985178/gary-neville-more-confident-of-manchester-united-title-challenge-next-season,4,5
PL to warn clubs over voting against neutral venues,Premier League clubs will be warned at a meeting on Monday that the season not restarting at neutral venues could cost them more than relegation and they must consider the long term consequences of voting against the proposal ,,News Story,Sky Sports,https://www.skysports.com/football/news/12040/11985355/premier-league-to-warn-clubs-over-voting-against-neutral-venues,0,10
Real Madrid s Jovic suffers foot fracture,Real Madrid striker Luka Jovic has suffered a foot fracture ,,News Story,Sky Sports,https://www.skysports.com/football/news/12040/11985358/luka-jovic-real-madrid-striker-suffers-foot-fracture,0,5
Last Dance Bulls were afraid of Jordan,Episodes seven and eight of The Last Dance premiere on May 11 with Michael Jordan s relationships with his Chicago Bulls team mates to the fore ,,News Story,Sky Sports,https://www.skysports.com/nba/news/12040/11985217/last-dance-chicago-bulls-players-were-afraid-of-michael-jordan-says-former-team-mate,0,17
Andreescu staying focused on becoming No 1,US Open champion Bianca Andreescu is remaining focused on her goal to climb to the top of the women s rankings ,,News Story,Sky Sports,https://www.skysports.com/tennis/news/12040/11984496/us-open-champion-bianca-andreescu-focused-on-becoming-world-no-1,4,10
 AJ not as mentally strong as Fury ,Anthony Joshua has shown huge improvement but he is not mentally as strong as Tyson Fury says the WBC heavyweight champion s coach Andy Lee ,,News Story,Sky Sports,https://www.skysports.com/boxing/news/12040/11985325/anthony-joshua-is-not-mentally-as-strong-as-tyson-fury-says-wbc-heavyweight-champions-coach-andy-lee,4,10
SPFL issues fuller response to Rangers dossier,The SPFL has rejected the false characterisation of its governance set out in Rangers dossier of evidence which was sent to member clubs on Thursday ,,News Story,Sky Sports,https://www.skysports.com/football/news/12040/11985314/spfl-responds-to-rangers-dossier-including-10m-liability-claim,0,10
NFL schedule Brady Bucs headline primetime slots,There was no surprise that Tom Brady and the Tampa Bay Buccaneers have no shortage of primetime action next season ,Omnisport,Sports,SportsKeeda,https://www.sportskeeda.com/sports/nfl-schedule-brady-bucs-headline-primetime-slots?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,0,10
 I take responsibility for that Dana White on Khabib Nurmagomedov missing UFC 249,The originally scheduled headliner for UFC 249 between Khabib Nurmagomedov and Tony Ferguson was canceled ,Anurag Mitra,MMA,SportsKeeda,https://www.sportskeeda.com/mma/news-i-take-responsibility-for-that-dana-white-on-khabib-nurmagomedov-missing-ufc-249?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,0,6
Broken foot woe for Real Madrid striker Luka Jovic,Luka Jovic has experienced a tough first season as a Real Madrid player and now the Serbian striker has a broken foot to deal with ,Omnisport,Football,SportsKeeda,https://www.sportskeeda.com/football/broken-foot-woe-for-real-madrid-striker-luka-jovic?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,0,10
Jaguars bring in Glennon to back up Minshew,Gardner Minshew 039 s position appears to have been strengthened after the Jaguars brought in Mike Glennon as his backup ,Omnisport,Sports,SportsKeeda,https://www.sportskeeda.com/sports/jaguars-bring-in-glennon-to-back-up-minshew?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,0,3
Bojan Firmino would be a better Barcelona fit than Martinez,Roberto Firmino could slot more easily into Barcelona 039 s system than Lautaro Martinez according to former Camp Nou forward Bojan Krkic ,Omnisport,Football,SportsKeeda,https://www.sportskeeda.com/football/bojan-firmino-would-be-a-better-barcelona-fit-than-martinez?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,4,3
The Undertaker says he was disgusted with his WrestleMania 33 match against Roman Reigns,The Undertaker said he was disgusted with the match when he watched it back ,Amar Anand,WWE,SportsKeeda,https://www.sportskeeda.com/wwe/news-the-undertaker-says-he-was-disgusted-with-his-wrestlemania-33-match-against-roman-reigns?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,4,15
Coronavirus Women s football won t be killed off by global crisis vows Euros winning Dutch boss Wiegman,Sarina Wiegman won Euro 2017 with Netherlands and she is confident women 039 s football can bounce back from the impact of COVID 19 ,Omnisport,Football,SportsKeeda,https://www.sportskeeda.com/football/coronavirus-women-s-football-won-t-be-killed-off-by-global-crisis-vows-euros-winning-dutch-boss-wiegman?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,0,5
NFL schedule Brady vs Brees highlights Week 1 filled with must see matchups,The NFL schedule release gave us some fascinating matchups to look forward to in Week 1 of the new season ,Omnisport,Sports,SportsKeeda,https://www.sportskeeda.com/sports/nfl-schedule-brady-vs-brees-highlights-week-1-filled-with-must-see-matchups?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,4,10
Lionel Messi s Coca Cola addiction almost cost him Barcelona dream,Lionel Messi 039 s addiction to soft drinks almost proved to be detrimental in his hopes of making it as a professional footballer ,Vishal Subramanian,Football,SportsKeeda,https://www.sportskeeda.com/football/news-lionel-messi-s-coca-cola-addiction-almost-cost-him-barcelona-dream?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,4,13
NFL schedule Mahomes and the Chiefs path to repeating as Super Bowl champions,The 2020 NFL schedule release has laid out defending champions the Chiefs 039 path in their bid to return to the postseason reckoning ,Omnisport,Golf,SportsKeeda,https://www.sportskeeda.com/golf/nfl-schedule-mahomes-and-the-chiefs-path-to-repeating-as-super-bowl-champions?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,4,1
Valorant Map Callouts Your guide to making flawless Valorant Callouts,A detailed look at map callouts in the Valorant closed beta ,Aditya,Esports,SportsKeeda,https://www.sportskeeda.com/esports/valorant-map-callouts-your-guide-to-making-flawless-valorant-callouts?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,4,1
Heath Slater reveals Vince McMahon s hilarious reaction to I got kids catchphrase,Heath Slater also spoke about how he came up with the 039 I got kids 039 catchphrase ,Amar Anand,WWE,SportsKeeda,https://www.sportskeeda.com/wwe/heath-slater-reveals-vince-mcmahon-s-hilarious-reaction-to-i-got-kids-catchphrase?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,0,15
Scout Invitational Tournament List of teams qualified for the group stages,There will be a total of 40 teams who will compete with each other in the second stage of the qualifier ,Mohit Kumar,Esports,SportsKeeda,https://www.sportskeeda.com/esports/scout-invitational-tournament-list-of-teams-qualified-for-the-group-stages?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,4,10
Garena Free Fire How to contact the Free Fire Help Center ,Steps to contact Garena Free Fire help center to get your problems solved by the experts ,Rabia,Esports,SportsKeeda,https://www.sportskeeda.com/esports/garena-free-fire-how-to-contact-the-free-fire-help-center?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,4,2
SmackDown before MITB 2020 Preview 3 time World Champion to return tonight top Superstar to miss go home show May 8 2020 ,SmackDown 039 s go home show before MITB 2020 will definitely be an entertaining one ,Shruti Sadbhav,WWE,SportsKeeda,https://www.sportskeeda.com/wwe/smackdown-before-mitb-2020-preview-3-time-world-champion-to-return-tonight-top-superstar-to-miss-the-go-home-show-may-8-2020?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,4,15
NFL schedule Tom Brady s toughest tests in Tampa Bay,After the 2020 NFL schedule was released we look at Tom Brady 039 s toughest games with the Tampa Bay Buccaneers ,Omnisport,NFL,SportsKeeda,https://www.sportskeeda.com/nfl/nfl-schedule-tom-brady-s-toughest-tests-in-tampa-bay?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,4,10
Iannone s lawyer confident over quick appeal decision,The lawyer representing Andrea Iannone believes the Italian should be fully acquitted and expects a decision in July at the latest ,Omnisport,Motorsports,SportsKeeda,https://www.sportskeeda.com/motorsports/iannone-s-lawyer-confident-over-quick-appeal-decision?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,4,5
Lana has a message for WWE fans who are crying over Rusev s release,Lana has posted a video revealing what she really feels about Rusev ,Abhilash Mendhe,WWE,SportsKeeda,https://www.sportskeeda.com/wwe/news-lana-has-a-message-for-wwe-fans-who-are-crying-over-rusev-s-release?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,0,15
Cristiano Ronaldo s heart surgery at 15 almost derailed his career,Cristiano Ronaldo almost had his dream taken away from his as a 15 year old ,Vishal Subramanian,Football,SportsKeeda,https://www.sportskeeda.com/football/news-cristiano-ronaldo-s-heart-surgery-at-15-almost-derailed-his-career?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,0,13
Coronavirus VAR could be suspended as FIFA gets approval for change to subs rule,Rule makers IFAB backed FIFA 039 s proposition to permit five substitutes also allowing for VAR to be suspended by leagues when they resume ,Omnisport,Football,SportsKeeda,https://www.sportskeeda.com/football/coronavirus-var-could-be-suspended-as-fifa-gets-approval-for-change-to-subs-rule?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,0,9
Engineers Unveil a System That Delivers Electricity Wirelessly To a Moving Target,Imagine charging an electric car while you re driving ,David Nield,,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/Fc9PSIDl8XY/scientists-build-a-new-method-for-delivering-electricity-wirelessly-to-moving-targets,4,7
Scientists Find Honeybees Can Trigger Virgin Births With Just a Single Gene,They fill their nests with parasitic female clones ,Mike McRae,,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/rRxnCeW5ook/a-single-gene-is-all-it-takes-for-cape-honey-bees-to-fill-a-hive-with-parasitic-copies,0,13
Breathtaking High Res Images of Jupiter Reveal The Secrets of Its Wild Storms,What lies beneath ,Michelle Starr,,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/RiaXiNY_y2c/incredible-high-res-images-of-jupiter-reveal-the-secrets-of-its-wild-weather,4,1
Engineers Devise Slow Moving Liquid Metal Structures Perfect For Creepy Terminators,Exciting and maybe a little worrying ,David Nield,,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/O5Tc5gdHMU0/this-slow-moving-liquid-metal-structure-could-be-how-the-terminator-gets-its-start,4,6
Latest Report on Finland s Universal Basic Income Trial Says It Makes People Happier,The world has changed ,Mike McRae,,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/jnfruFV2icE/latest-report-on-finland-s-universal-basic-income-trial-suggests-we-d-be-happier-with-it,4,18
A Mysterious Kawasaki Like Illness Is Striking Children During The Pandemic,Here s what we know so far ,"Mark Hicar, The Conversation",,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/2QhwRY3Ommo/a-mysterious-illness-is-striking-children-during-this-pandemic-here-s-what-we-know,0,8
SpaceX Just Announced a Plan to Make Their Controversial Satellites Less Visible,They re interfering with astronomy ,"Matt Williams, Universe Today",,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/LZ8E0epNR7Q/here-s-how-spacex-plans-to-make-their-starlink-satellites-less-astronomy-obscuring,4,14
Sorry Jurassic Park Fans New Evidence Suggests Raptors Didn t Hunt in Creepy Packs,But they were still pretty bad ass ,Tessa Koumoundouros,,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/woeDCAokm_E/teeth-suggest-real-raptors-were-more-like-komodo-dragons-than-pack-hunting-wolves,0,18
We Now Have More Evidence a Rushing River Existed on Mars Billions of Years Ago,Sounds idyllic ,"Victor Tangermann, Futurism",,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/cFeEQF0vJDA/we-just-found-new-evidence-that-a-rushing-river-once-existed-on-mars,4,14
Coronavirus Has Been Found in Sperm Samples Here s Why You Don t Need to Freak Out,They definitely weren t getting it on ,"Peter Ellis, Mark Wass & Martin Michaelis, The Conversation",,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/JFFI8Fis1BY/coronavirus-rna-found-in-semen-of-men-with-covid-19,0,1
Stunning Close Ups of Asteroid Ryugu Reveal It May Have Sailed Too Close to The Sun,We might have solved the mystery of the asteroid s strange colours ,Michelle Starr,,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/1IZzrfhVKzk/stunning-high-res-touchdown-images-of-asteroid-ryugu-reveal-its-heated-past,4,15
Coronavirus Might Exploit Silent Mutations Hidden in People Scientists Think, Genetic variations that are silent until the virus is encountered ,"Amelie BOTTOLLIER-DEPOIS, AFP",,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/kPbx-2pYnzs/researchers-are-comparing-our-genes-to-understand-why-we-don-t-all-die-from-covid-19,0,13
Carbon Emissions Detected From The Moon Could Force a Major Rethink of Lunar Origins,We have lots of questions ,Michelle Starr,,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/R-8ppYbG32s/the-moon-is-emitting-carbon-putting-our-formation-theory-to-question,4,14
In 1110 The Moon Vanished From The Sky We Might Finally Know What Caused It,So many things are lost in history ,Peter Dockrill,,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/MZVP7Kh1B9M/mysterious-forgotten-volcanic-eruptions-in-history-revealed-by-dark-lunar-eclipse,0,14
Arctic Wolf Spiders May Be Starting to Eat Themselves in Disturbing Dietary Shift,Cannibalism as a survival strategy ,Carly Cassella,,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/eUYBZa1oxIE/arctic-wolf-spiders-are-getting-bigger-but-cannibalism-could-be-shrinking-their-numbers,0,7
Llama Antibodies Could Help Us Defeat COVID 19 Scientists Say,Everybody has a role to play ,"VICTOR TANGERMANN, Futurism",,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/NR7JWK3oJlo/llama-blood-could-play-a-role-in-helping-people-fight-off-coronavirus-infections,0,10
Mysterious X 37B Space Plane Is Returning to Orbit And For Once We re Being Told Why,Finally some answers ,"Christopher Woody, Business Insider",,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/5XNEthVWMec/the-x-37b-space-plane-is-heading-for-mission-6-and-this-time-we-know-what-it-s-doing,4,14
Positive Tests For Recovered Virus Patients Are Not Reinfections WHO Says,It s not what we feared ,AFP,,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/ojNJhTxJ0Jg/those-positive-results-from-recovered-covid-19-patients-weren-t-reinfections-after-all,0,13
Astronomers Have Found a Black Hole Lurking Just 1 000 Light Years From Earth,The closest one yet nbsp ,Michelle Starr,,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/yU8Kd-2Ggso/astronomers-have-just-found-a-black-hole-just-1-000-light-years-from-earth,0,15
Studies Have Found New Mutations in The Coronavirus Here s What That Means,Don t panic ,Jacinta Bowler,,ScienceAlert,http://feedproxy.google.com/~r/sciencealert-latestnews/~3/pVmNRMSru5I/yes-sars-cov-2-is-mutating-but-before-you-freak-out-read-this,0,13
Coronavirus Roundup for May 2 May 8,Pandemic news highlights of the week Read more on ScientificAmerican com ,Robin Lloyd,Health,Scientific American Magazine,https://blogs.scientificamerican.com/blogs/observations/coronavirus-roundup-for-may-2-may-8/,4,13
Heat and Humidity Are Already Reaching the Limits of Human Tolerance,Man stands in the spray of a broken water pipe during a heat wave in Karachi Pakistan on June 29 2015 The heat wave reached 45 degrees Celsius 113 degrees Fahrenheit ,Andrea Thompson,Health,Scientific American Magazine,https://www.scientificamerican.com/article/heat-and-humidity-are-already-reaching-the-limits-of-human-tolerance/,0,12
Soils Store Huge Amounts of Carbon Warming May Unleash It,Higher temperatures and wetter weather may spur soil microbes to release more carbon into the atmosphere Read more on ScientificAmerican com ,E&E News,Sustainability,Scientific American Magazine,https://www.scientificamerican.com/article/soils-store-huge-amounts-of-carbon-warming-may-unleash-it/,4,8
The Geosciences Community Needs to Be More Diverse and Inclusive,Milagros Carretero coordinating geologist of the giant geode of Pilar de Jaravia in Pulpi Spain ,Lisa White,The Sciences,Scientific American Magazine,https://blogs.scientificamerican.com/blogs/voices/the-geosciences-community-needs-to-be-more-diverse-and-inclusive/,4,18
Rabbit Virus Could Provide Gene Therapy,Originally published in February 1967 Read more on ScientificAmerican com ,,Medical & Biotech,Scientific American Magazine,https://www.scientificamerican.com/article/rabbit-virus-could-provide-gene-therapy/,4,13
New Model Predicts Sudden Rogue Waves,Rogue waves can pose serious danger ,Rachel Berkowitz,Advances,Scientific American Magazine,https://www.scientificamerican.com/article/new-model-predicts-sudden-rogue-waves/,4,6
Flamingos Can Be Picky about Company,Chilean flamingos ,Scientific American,Mind,Scientific American Magazine,https://www.scientificamerican.com/podcast/episode/flamingos-can-be-picky-about-company/,4,3
To Prevent the Next Pandemic End Unequal Access to Natural Resources,Deforested land in northern Rwanda ,Kelly Austin,Health,Scientific American Magazine,https://blogs.scientificamerican.com/blogs/observations/to-prevent-the-next-pandemic-end-unequal-access-to-natural-resources/,0,13
Cleaner Air Courtesy of Coronavirus Provides Window into a Car Free Future,Roads leading to John F Kennedy Airport JFK stand mostly empty due to the ongoing cutbacks in travel because of the coronavirus on April 16 2020 in New York City ,E&E News,Sustainability,Scientific American Magazine,https://www.scientificamerican.com/article/cleaner-air-courtesy-of-coronavirus-provides-window-into-a-car-free-future/,4,7
Marijuana May Not Lower Your IQ,Rigorous new studies should be able to settle the matter Read more on ScientificAmerican com ,Godfrey Pearlson,Health,Scientific American Magazine,https://www.scientificamerican.com/article/marijuana-may-not-lower-your-iq/,0,18
Scientist Mothers Face Extra Challenges in the Face of COVID 19,The pandemic is amplifying nearly every disadvantage that women in STEM already face But institutions and the scientific community can help Read more on ScientificAmerican com ,500 Women Scientists,The Sciences,Scientific American Magazine,https://blogs.scientificamerican.com/blogs/voices/scientist-mothers-face-extra-challenges-in-the-face-of-covid-19/,4,13
DIY Tool Lets High Schoolers Practice Gene Editing,ElectroPen tools,Sophie Bushwick,Advances,Scientific American Magazine,https://www.scientificamerican.com/article/diy-tool-lets-high-schoolers-practice-gene-editing/,4,13
The COVID 19 Response Is Failing Communities of Color,To build trust with traditionally underserved groups health officials need to craft their messaging in a much more culturally sensitive way Read more on ScientificAmerican com ,Gezzer Ortega,Health,Scientific American Magazine,https://blogs.scientificamerican.com/blogs/voices/the-covid-19-response-is-failing-communities-of-color/,0,5
 Breakthrough COVID 19 Tests Are Currently Cheap Fast and Not Very Accurate,Antigen tests detect spikes on the outer surface of SARS CoV 2 ,Jim Daley,Health,Scientific American Magazine,https://www.scientificamerican.com/article/breakthrough-covid-19-tests-are-currently-cheap-fast-and-not-very-accurate1/,0,13
A Word about Those UFO Videos,Artist s rendering of a flying saucer ,Katie Mack,The Sciences,Scientific American Magazine,https://blogs.scientificamerican.com/blogs/observations/a-word-about-those-ufo-videos/,4,1
Government Watchdog Chides FEMA for Lax Flood Enforcement,Flood submerges 3 Palms Action Sports Park after Hurricane Harvey hit Texas United States on August 28 2017 ,E&E News,Sustainability,Scientific American Magazine,https://www.scientificamerican.com/article/government-watchdog-chides-fema-for-lax-flood-enforcement/,0,9
People Don t Have to Succumb to Anxiety during This Pandemic,That emotion is natural in a situation like this but there are ways to mitigate it Read more on ScientificAmerican com ,David H. Rosmarin,Health,Scientific American Magazine,https://blogs.scientificamerican.com/blogs/observations/people-dont-have-to-succumb-to-anxiety-during-this-pandemic/,0,13
Just How Dangerous Is the Murder Hornet ,Asian giant hornets start a mass assault on a honeybee hive in Hase Valley in Japan s Nagano Prefecture ,Paige Embry,Public Health,Scientific American Magazine,https://www.scientificamerican.com/article/just-how-dangerous-is-the-murder-hornet/,4,13
Comets Prevent Ether from Accumulating in Space,Originally published in January 1859 Read more on ScientificAmerican com ,,The Sciences,Scientific American Magazine,https://www.scientificamerican.com/article/comets-prevent-ether-from-accumulating-in-space/,4,14
Menopause Predisposes a Fifth of Women to Alzheimer s,Being female is a risk factor for Alzheimer rsquo s Why Read more on ScientificAmerican com ,Jena Pincott,Features,Scientific American Magazine,https://www.scientificamerican.com/article/menopause-predisposes-a-fifth-of-women-to-alzheimers/,4,7
Did Galileo Truly Say And Yet It Moves A Modern Detective Story,An astrophysicist traces genealogy and art history to discover the origin of the famous motto Read more on ScientificAmerican com ,Mario Livio,The Sciences,Scientific American Magazine,https://blogs.scientificamerican.com/blogs/observations/did-galileo-truly-say-and-yet-it-moves-a-modern-detective-story/,4,8
